Disease	Code
Adult Acute Myeloid Leukemia	C9154
Adult Acute Myeloid Leukemia Minimally Differentiated	C8303
Adult Acute Myeloid Leukemia Minimally Differentiated	C8303
Adult Acute Myeloid Leukemia with inv(16)(p13.1q22)	C68697
Adult Acute Myeloid Leukemia with inv(16)(p13.1q22); CBFB-MYH11	C68697
Adult Acute Myeloid Leukemia with inv(16)(p13.1q22); CBFB-MYH11 Fusion	C68697
Adult Acute Myeloid Leukemia with inv(16)(p13.1q22); CBFB::MYH11	C68697
Adult Acute Myeloid Leukemia with inv(16)(p13.1q22); CBFB::MYH11 Fusion	C68697
Adult Acute Myeloid Leukemia with Maturation	C7961
Adult Acute Myeloid Leukemia with Maturation	C7961
Adult Acute Myeloid Leukemia with Minimal Differentiation	C8303
Adult Acute Myeloid Leukemia with Minimal Differentiation	C8303
Adult Acute Myeloid Leukemia with Recurrent Genetic Abnormalities	C68700
Adult Acute Myeloid Leukemia with Recurrent Genetic Abnormalities	C68700
Adult Acute Myeloid Leukemia with t(16;16)(p13;q22)	C68698
Adult Acute Myeloid Leukemia with t(16;16)(p13.1;q22); CBFB-MYH11	C68698
Adult Acute Myeloid Leukemia with t(16;16)(p13.1;q22); CBFB-MYH11 Fusion	C68698
Adult Acute Myeloid Leukemia with t(16;16)(p13.1;q22); CBFB::MYH11	C68698
Adult Acute Myeloid Leukemia with t(16;16)(p13.1;q22); CBFB::MYH11 Fusion	C68698
Adult Acute Myeloid Leukemia with t(8;21); (q22; q22.1); RUNX1-RUNX1T1	C68699
Adult Acute Myeloid Leukemia with t(8;21); (q22; q22.1); RUNX1-RUNX1T1	C68699
Adult Acute Myeloid Leukemia with t(8;21); (q22; q22.1); RUNX1-RUNX1T1 Fusion	C68699
Adult Acute Myeloid Leukemia with t(8;21); (q22; q22.1); RUNX1-RUNX1T1 Fusion	C68699
Adult Acute Myeloid Leukemia with t(8;21); (q22; q22.1); RUNX1::RUNX1T1 Fusion	C68699
Adult Acute Myeloid Leukemia with t(8;21); (q22; q22.1); RUNX1::RUNX1T1 Fusion	C68699
Adult Acute Myeloid Leukemia with t(8;21)(q22; q22.1); RUNX1::RUNX1T1	C68699
Adult Acute Myeloid Leukemia with t(8;21)(q22; q22.1); RUNX1::RUNX1T1	C68699
Adult Acute Myeloid Leukemia with t(8;21)(q22;q22); RUNX1-RUNX1T1	C68699
Adult Acute Myeloid Leukemia with t(8;21)(q22;q22); RUNX1-RUNX1T1	C68699
Adult Acute Myeloid Leukemia with t(8;21)(q22;q22)(AML1(CBFa)/ETO)	C68699
Adult Acute Myeloid Leukemia with t(8;21)(q22;q22)(AML1(CBFa)/ETO)	C68699
Adult Acute Myeloid Leukemia with t(9;11)(p21;q23); MLLT3-MLL	C68696
Adult Acute Myeloid Leukemia with t(9;11)(p21;q23); MLLT3::MLL	C68696
Adult Acute Myeloid Leukemia with t(9;11)(p21.3;q23.3); MLLT3-KMT2A	C68696
Adult Acute Myeloid Leukemia with t(9;11)(p21.3;q23.3); MLLT3-KMT2A Fusion	C68696
Adult Acute Myeloid Leukemia with t(9;11)(p21.3;q23.3); MLLT3::KMT2A	C68696
Adult Acute Myeloid Leukemia with t(9;11)(p21.3;q23.3); MLLT3::KMT2A Fusion	C68696
Adult Acute Myeloid Leukemia with t(9;11)(p22;q23); MLLT3-MLL	C68696
Adult Acute Myeloid Leukemia without Maturation	C9380
Adult Acute Myeloid Leukemia without Maturation	C9380
Adult Acute Myelomonocytic Leukemia	C7962
Adult Acute Myelomonocytic Leukemia	C7962
Adult Acute Myelomonocytic Leukemia (M4)	C7962
Adult Acute Myelomonocytic Leukemia (M4)	C7962
Adult Acute Non-Lymphoblastic Leukemia	C9154
Adult Acute NonLymphoblastic Leukemia	C9154
Adult Acute Promyelocytic Leukemia	C9155
Adult Acute Promyelocytic Leukemia	C9155
Adult Acute Promyelocytic Leukemia (M3)	C9155
Adult Acute Promyelocytic Leukemia (M3)	C9155
Adult Acute Promyelocytic Leukemia with PML-RARA	C9155
Adult Acute Promyelocytic Leukemia with PML-RARA	C9155
Adult Acute Promyelocytic Leukemia with PML::RARA	C9155
Adult Acute Promyelocytic Leukemia with PML::RARA	C9155
Adult Acute Promyelocytic Leukemia with t(15;17)(q24.1;q21.2); PML-RARA	C9155
Adult Acute Promyelocytic Leukemia with t(15;17)(q24.1;q21.2); PML-RARA	C9155
Adult Acute Promyelocytic Leukemia with t(15;17)(q24.1;q21.2); PML-RARA Fusion	C9155
Adult Acute Promyelocytic Leukemia with t(15;17)(q24.1;q21.2); PML-RARA Fusion	C9155
Adult Acute Promyelocytic Leukemia with t(15;17)(q24.1;q21.2); PML::RARA Fusion	C9155
Adult Acute Promyelocytic Leukemia with t(15;17)(q24.1;q21.2); PML::RARA Fusion	C9155
Adult Acute Promyelocytic Leukemia with t(15;17)(q24.1;q21.2); PML/RARA	C9155
Adult Acute Promyelocytic Leukemia with t(15;17)(q24.1;q21.2); PML/RARA	C9155
Adult Acute Promyelocytic Leukemia with t(15;17)(q24.1;q21.2)(PML/RARa)	C9155
Adult Acute Promyelocytic Leukemia with t(15;17)(q24.1;q21.2)(PML/RARa)	C9155
Adult Adamantinomatous Craniopharyngioma	C188949
Adult Adamantinomatous Craniopharyngioma	C188949
Adult Aggressive Contiguous Non-Hodgkin's Lymphoma Stage II	C8472
Adult Aggressive Contiguous Stage II Non-Hodgkin's Lymphoma	C8472
Adult Aggressive Non-Hodgkin's Lymphoma	C8492
Adult ALL	C4967
Adult Alveolar Soft Part Sarcoma	C7943
Adult Alveolar Soft Part Sarcoma	C7943
Adult Alveolar Soft-Part Sarcoma	C7943
Adult Alveolar Soft-Part Sarcoma	C7943
Adult AML	C9154
Adult AMMoL	C7962
Adult AMMoL	C7962
Adult Anaplastic (Malignant) Meningioma	C8275
Adult Anaplastic Astrocytoma	C8257
Adult Anaplastic Ependymoma	C8269
Adult Anaplastic Large Cell Lymphoma	C27367
Adult Anaplastic Large Cell Lymphoma	C27367
Adult Anaplastic Meningioma	C8275
Adult Anaplastic Oligodendroglioma	C8270
Adult Angiosarcoma	C9040
Adult ANLL	C9154
Adult APL	C9155
Adult APL	C9155
Adult Astroblastoma, MN1-Altered	C188930
Adult Astroblastoma, MN1-Altered	C188930
Adult Astrocytic Neoplasm	C7049
Adult Astrocytic Neoplasm	C7049
Adult Astrocytic Tumor	C7049
Adult Astrocytic Tumor	C7049
Adult Atypical Meningioma	C6852
Adult Atypical Meningioma	C6852
Adult B Acute Lymphoblastic Leukemia	C9143
Adult B Acute Lymphoblastic Leukemia	C9143
Adult B Acute Lymphoblastic Leukemia with t(9;22)(q34;q11.2); BCR-ABL1	C114819
Adult B Acute Lymphoblastic Leukemia with t(9;22)(q34;q11.2); BCR-ABL1	C114819
Adult B Acute Lymphoblastic Leukemia with t(9;22)(q34.1;q11.2); BCR-ABL1	C114819
Adult B Acute Lymphoblastic Leukemia with t(9;22)(q34.1;q11.2); BCR-ABL1	C114819
Adult B Acute Lymphoblastic Leukemia with t(9;22)(q34.1;q11.2); BCR::ABL1	C114819
Adult B Acute Lymphoblastic Leukemia with t(9;22)(q34.1;q11.2); BCR::ABL1	C114819
Adult B Cell Acute Lymphoblastic Leukemia	C9143
Adult B Cell Acute Lymphoblastic Leukemia	C9143
Adult B Cell Acute Lymphocytic Leukemia	C9143
Adult B Cell Acute Lymphocytic Leukemia	C9143
Adult B Cell ALL	C9143
Adult B Cell ALL	C9143
Adult B Lymphoblastic Lymphoma	C7338
Adult B Lymphoblastic Lymphoma	C7338
Adult B-Cell Acute Lymphoblastic Leukemia	C9143
Adult B-Cell Acute Lymphoblastic Leukemia	C9143
Adult B-Cell Acute Lymphocytic Leukemia	C9143
Adult B-Cell Acute Lymphocytic Leukemia	C9143
Adult B-Cell ALL	C9143
Adult B-Cell ALL	C9143
Adult B-Lymphoblastic Lymphoma	C7338
Adult B-Lymphoblastic Lymphoma	C7338
Adult Benign Brain Neoplasm	C5116
Adult Benign Brain Neoplasm	C5116
Adult Benign Brain Stem Neoplasm	C5797
Adult Benign Brain Stem Neoplasm	C5797
Adult Benign Brain Stem Neoplasm	C5797
Adult Benign Brain Stem Neoplasms	C5797
Adult Benign Brain Stem Neoplasms	C5797
Adult Benign Brain Stem Neoplasms	C5797
Adult Benign Cerebellar Neoplasm	C5796
Adult Benign Cerebellar Neoplasm	C5796
Adult Benign Cerebellar Neoplasms	C5796
Adult Benign Cerebellar Neoplasms	C5796
Adult Benign Cerebral Neoplasm	C6218
Adult Benign Cerebral Neoplasms	C6218
Adult Botryoid Sarcoma	C36099
Adult Botryoid-Type Embryonal Rhabdomyosarcoma	C36099
Adult Botryoid-Type Embryonal Rhabdomyosarcoma of the Vagina	C40267
Adult Brain Ependymoma	C9372
Adult Brain Ependymoma	C9372
Adult Brain Ependymoma	C9372
Adult Brain Glioblastoma	C9375
Adult Brain Glioblastoma	C9375
Adult Brain Glioblastoma Multiforme	C9375
Adult Brain Glioblastoma Multiforme	C9375
Adult Brain Medulloblastoma	C4011
Adult Brain Meningioma	C9374
Adult Brain Meningioma	C9374
Adult Brain Neoplasm	C7710
Adult Brain Neoplasm	C7710
Adult Brain Oligodendroglioma	C9376
Adult Brain Oligodendroglioma	C9376
Adult Brain Oligodendroglioma	C9376
Adult Brain Stem Astrocytoma	C6954
Adult Brain Stem Astrocytoma	C6954
Adult Brain Stem Astrocytoma	C6954
Adult Brain Stem Glioma	C9091
Adult Brain Stem Gliosarcoma	C9370
Adult Brain Stem Gliosarcoma	C9370
Adult Brain Stem Gliosarcoma	C9370
Adult Brain Stem Gliosarcoma	C9370
Adult Brain Stem Mixed Glioma	C9371
Adult Brain Stem Neoplasm	C5967
Adult Brain Stem Tumor	C5967
Adult Brain Tumor	C7710
Adult Brain Tumor	C7710
Adult Brainstem Astrocytoma	C6954
Adult Brainstem Astrocytoma	C6954
Adult Brainstem Astrocytoma	C6954
Adult Brainstem Glioma	C9091
Adult Brainstem Mixed Glioma	C9371
Adult Brainstem Neoplasm	C5967
Adult Brainstem Neuroglial Neoplasm	C9091
Adult Brainstem Neuroglial Tumor	C9091
Adult Brainstem Tumor	C5967
Adult Burkitt Leukemia	C7954
Adult Burkitt Lymphoma	C9062
Adult Burkitt Lymphoma	C9062
Adult Burkitt's Leukemia	C7954
Adult Burkitt's Lymphoma	C9062
Adult Burkitt's Lymphoma	C9062
Adult Cardiac Cellular Rhabdomyoma	C45747
Adult CD30+ Anaplastic Large Cell Lymphoma	C27367
Adult CD30+ Anaplastic Large Cell Lymphoma	C27367
Adult Central Nervous System Choriocarcinoma	C5793
Adult Central Nervous System Choriocarcinoma	C5793
Adult Central Nervous System Embryonal Carcinoma	C5790
Adult Central Nervous System Embryonal Tumor, NOS	C5411
Adult Central Nervous System Embryonal Tumor, NOS	C5411
Adult Central Nervous System Embryonal Tumor, Not Otherwise Specified	C5411
Adult Central Nervous System Embryonal Tumor, Not Otherwise Specified	C5411
Adult Central Nervous System Germ Cell Neoplasm	C6285
Adult Central Nervous System Germ Cell Tumor	C6285
Adult Central Nervous System Germinoma	C5792
Adult Central Nervous System Germinoma	C5792
Adult Central Nervous System Immature Teratoma	C27401
Adult Central Nervous System Mature Teratoma	C27400
Adult Central Nervous System Mature Teratoma	C27400
Adult Central Nervous System Mixed Germ Cell Tumor	C27402
Adult Central Nervous System Mixed Germ Cell Tumor	C27402
Adult Central Nervous System Neoplasm	C5131
Adult Central Nervous System Neoplasms	C5131
Adult Central Nervous System Primitive Neuroectodermal Neoplasm	C5411
Adult Central Nervous System Primitive Neuroectodermal Neoplasm	C5411
Adult Central Nervous System Primitive Neuroectodermal Tumor	C5411
Adult Central Nervous System Primitive Neuroectodermal Tumor	C5411
Adult Central Nervous System Solitary Fibrous Tumor, Grade 3	C9183
Adult Central Nervous System Teratoma	C5794
Adult Central Nervous System Teratoma	C5794
Adult Central Nervous System Tumor	C5131
Adult Central Nervous System Tumors	C5131
Adult Central Primitive Neuroectodermal Neoplasm	C5411
Adult Central Primitive Neuroectodermal Neoplasm	C5411
Adult Central Primitive Neuroectodermal Tumour	C5411
Adult Central Primitive Neuroectodermal Tumour	C5411
Adult Cerebellar Neoplasm	C5968
Adult Cerebellar Neoplasms	C5968
Adult Cerebellar Tumor	C5968
Adult Cerebellar Tumors	C5968
Adult Cholangiocarcinoma	C8265
Adult Choroid Plexus Neoplasm	C8568
Adult Choroid Plexus Tumor	C8568
Adult Classic Hodgkin Lymphoma	C69138
Adult Classic Hodgkin Lymphoma	C69138
Adult Classical Hodgkin Lymphoma	C69138
Adult Classical Hodgkin Lymphoma	C69138
Adult Clear Cell Sarcoma of Soft Parts	C27370
Adult Clear Cell Sarcoma of Soft Parts	C27370
Adult Clear Cell Sarcoma of Soft Tissue	C27370
Adult Clear Cell Sarcoma of Soft Tissue	C27370
Adult CNS Choriocarcinoma	C5793
Adult CNS Choriocarcinoma	C5793
Adult CNS Embryonal Carcinoma	C5790
Adult CNS Germ Cell Neoplasm	C6285
Adult CNS Germ Cell Tumor	C6285
Adult CNS Germinoma	C5792
Adult CNS Germinoma	C5792
Adult CNS Neoplasm	C5131
Adult CNS Neoplasms	C5131
Adult CNS PNET	C5411
Adult CNS PNET	C5411
Adult CNS Primitive Neuroectodermal Neoplasm	C5411
Adult CNS Primitive Neuroectodermal Neoplasm	C5411
Adult CNS Primitive Neuroectodermal Tumor	C5411
Adult CNS Primitive Neuroectodermal Tumor	C5411
Adult CNS Solitary Fibrous Tumor, Grade 3	C9183
Adult CNS Teratoma	C5794
Adult CNS Teratoma	C5794
Adult CNS Tumor	C5131
Adult CNS Tumors	C5131
Adult Combined Hepatocellular Carcinoma and Cholangiocarcinoma	C114987
Adult Combined Hepatocellular Carcinoma and Cholangiocarcinoma	C114987
Adult Contiguous Lymphoblastic Lymphoma Stage II	C8476
Adult Contiguous Non-Hodgkin's Lymphoma Stage II	C8466
Adult Contiguous Stage II Non-Hodgkin's Lymphoma	C8466
Adult Craniopharyngioma	C4010
Adult Cystic Nephroma	C7504
Adult Cystic Nephroma	C7504
Adult cystic teratoma	C9012
Adult Cystic Teratoma	C9012
Adult Desmoplastic Small Round Cell Tumor	C27373
Adult Desmoplastic Small Round Cell Tumor	C27373
Adult Diffuse Astrocytoma	C7174
Adult Diffuse Astrocytoma	C7174
Adult Diffuse Hemispheric Glioma, H3 G34-Mutant	C188927
Adult Diffuse Hemispheric Glioma, H3 G34-Mutant	C188927
Adult Diffuse Histiocytic Lymphoma	C7872
Adult Diffuse Intrinsic Pontine Glioma	C188925
Adult Diffuse Intrinsic Pontine Glioma	C188925
Adult Diffuse Intrinsic Pontine Glioma	C188925
Adult Diffuse Large B-Cell Lymphoma	C7615
Adult Diffuse Large Cell Lymphoma	C7872
Adult Diffuse Large Cell Lymphoma Stage I	C8077
Adult Diffuse Large Cell Lymphoma Stage II	C8122
Adult Diffuse Large Cell Lymphoma Stage III	C8135
Adult Diffuse Large Cell Lymphoma Stage IV	C8148
Adult Diffuse Midline Glioma, H3 K27-Altered	C188923
Adult Diffuse Midline Glioma, H3 K27-Altered	C188923
Adult Diffuse Mixed Cell Lymphoma	C7871
Adult Diffuse Mixed Cell Lymphoma Stage I	C8076
Adult Diffuse Mixed Cell Lymphoma Stage II	C8121
Adult Diffuse Mixed Cell Lymphoma Stage III	C8134
Adult Diffuse Mixed Cell Lymphoma Stage IV	C8147
Adult Diffuse Poorly Differentiated Cell Lymphoma	C3464
Adult Diffuse Small Cleaved Cell Lymphoma	C3464
Adult Diffuse Small Cleaved Cell Lymphoma Stage I	C8075
Adult Diffuse Small Cleaved Cell Lymphoma Stage II	C8120
Adult Diffuse Small Cleaved Cell Lymphoma Stage III	C8133
Adult Diffuse Small Cleaved Cell Lymphoma Stage IV	C8146
Adult Diffuse Small Non-Cleaved Cell Lymphoma Stage I	C8080
Adult Diffuse Small Non-Cleaved Cell Lymphoma Stage I	C8080
Adult Diffuse Small Non-Cleaved Cell Lymphoma Stage I	C8080
Adult Diffuse Small Non-Cleaved Cell Lymphoma Stage II	C8126
Adult Diffuse Small Non-Cleaved Cell Lymphoma Stage II	C8126
Adult Diffuse Small Non-Cleaved Cell Lymphoma Stage II	C8126
Adult Diffuse Small Non-Cleaved Cell Lymphoma Stage III	C8139
Adult Diffuse Small Non-Cleaved Cell Lymphoma Stage III	C8139
Adult Diffuse Small Non-Cleaved Cell Lymphoma Stage III	C8139
Adult Diffuse Small Non-Cleaved Cell Lymphoma Stage IV	C8152
Adult Diffuse Small Non-Cleaved Cell Lymphoma Stage IV	C8152
Adult Diffuse Small Non-Cleaved Cell Lymphoma Stage IV	C8152
Adult Diffuse Small Non-Cleaved Cell/Burkitt's Lymphoma	C9062
Adult Diffuse Small Non-Cleaved Cell/Burkitt's Lymphoma	C9062
Adult Diffuse Small Non-Cleaved Cell/Burkitt's Lymphoma Stage I	C8080
Adult Diffuse Small Non-Cleaved Cell/Burkitt's Lymphoma Stage I	C8080
Adult Diffuse Small Non-Cleaved Cell/Burkitt's Lymphoma Stage I	C8080
Adult Diffuse Small Non-Cleaved Cell/Burkitt's Lymphoma Stage II	C8126
Adult Diffuse Small Non-Cleaved Cell/Burkitt's Lymphoma Stage II	C8126
Adult Diffuse Small Non-Cleaved Cell/Burkitt's Lymphoma Stage II	C8126
Adult Diffuse Small Non-Cleaved Cell/Burkitt's Lymphoma Stage III	C8139
Adult Diffuse Small Non-Cleaved Cell/Burkitt's Lymphoma Stage III	C8139
Adult Diffuse Small Non-Cleaved Cell/Burkitt's Lymphoma Stage III	C8139
Adult Diffuse Small Non-Cleaved Cell/Burkitt's Lymphoma Stage IV	C8152
Adult Diffuse Small Non-Cleaved Cell/Burkitt's Lymphoma Stage IV	C8152
Adult Diffuse Small Non-Cleaved Cell/Burkitt's Lymphoma Stage IV	C8152
Adult Dysembryoplastic Neuroepithelial Tumor	C188932
Adult EBV-Positive Diffuse Large B-Cell Lymphoma, Not Otherwise Specified	C188457
Adult EBV-Positive Diffuse Large B-Cell Lymphoma, Not Otherwise Specified	C188457
Adult Embryonal Sarcoma of the Liver	C189935
Adult Embryonal Sarcoma of the Liver	C189935
Adult Embryonal Tumor with Multilayered Rosettes, C19MC-Altered	C8290
Adult Embryonal Tumor with Multilayered Rosettes, C19MC-Altered	C8290
Adult Endodermal Sinus Neoplasm	C27241
Adult Endodermal Sinus Neoplasm	C27241
Adult Endodermal Sinus Tumor	C27241
Adult Endodermal Sinus Tumor	C27241
Adult Ependymal Tumor	C68690
Adult Ependymal Tumor	C68690
Adult Ependymoblastoma	C8290
Adult Ependymoblastoma	C8290
Adult Ependymoma	C9092
Adult Ependymoma	C9092
Adult Epithelioid Hemangioendothelioma	C114923
Adult Epithelioid Sarcoma	C7944
Adult Epithelioid Sarcoma	C7944
Adult Erythroleukemia	C68694
Adult Erythroleukemia	C68694
Adult Extracardiac Rhabdomyoma	C4261
Adult Extracardiac Rhabdomyomatous Hamartoma	C4261
Adult Extraosseous Myxoid Chondrosarcoma	C7924
Adult Extraosseous Myxoid Chondrosarcoma	C7924
Adult Extraosseous Osteosarcoma	C7925
Adult Extraosseous Osteosarcoma	C7925
Adult Extraskeletal Myxoid Chondrosarcoma	C7924
Adult Extraskeletal Myxoid Chondrosarcoma	C7924
Adult Extraskeletal Osteosarcoma	C7925
Adult Extraskeletal Osteosarcoma	C7925
Adult Favorable Prognosis Hodgkin Lymphoma	C114807
Adult Favorable Prognosis Hodgkin Lymphoma	C114807
Adult Fibrolamellar Carcinoma	C114992
Adult Fibrolamellar Carcinoma	C114992
Adult Fibrosarcoma	C7809
Adult Ganglioglioma	C27363
Adult Ganglioglioma	C27363
Adult Ganglioneuroma	C188947
Adult Germ Cell Tumor	C114777
Adult Giant Cell Glioblastoma	C68702
Adult Glioblastoma	C9094
Adult Glioblastoma Multiforme	C9094
Adult Gliosarcoma	C68701
Adult Gliosarcoma	C68701
Adult Grade 1 Meningioma	C71299
Adult Grade 1 Meningioma	C71299
Adult Grade 2 Meningioma	C71304
Adult Grade 2 Meningioma	C71304
Adult Grade 3 Astrocytoma	C8257
Adult Grade 3 Meningioma	C71305
Adult Grade 3 Meningioma	C71305
Adult Grade I Meningioma	C71299
Adult Grade I Meningioma	C71299
Adult Grade II Meningioma	C71304
Adult Grade II Meningioma	C71304
Adult Grade III Astrocytoma	C8257
Adult Grade III Lymphomatoid Granulomatosis	C115150
Adult Grade III Meningioma	C71305
Adult Grade III Meningioma	C71305
Adult granulosa cell tumor	C66750
Adult Granulosa Cell Tumor	C66750
Adult HD	C7702
Adult HD	C7702
Adult HDLD	C9125
Adult HDLD	C9125
Adult Heart Cellular Rhabdomyoma	C45747
Adult Hemangiosarcoma	C9040
Adult Hepatocellular Carcinoma	C7956
Adult Hepatocellular Carcinoma	C7956
Adult Hepatoma	C7956
Adult Hepatoma	C7956
Adult Hodgkin Lymphoma	C7702
Adult Hodgkin Lymphoma	C7702
Adult Hodgkin Lymphoma by Ann Arbor Stage	C141226
Adult Hodgkin Lymphoma by Ann Arbor Stage	C141226
Adult Hodgkin's Disease	C7702
Adult Hodgkin's Disease	C7702
Adult Hodgkin's Disease Stage I	C9032
Adult Hodgkin's Disease Stage I	C9032
Adult Hodgkin's Disease Stage II	C9033
Adult Hodgkin's Disease Stage II	C9033
Adult Hodgkin's Disease Stage III	C9034
Adult Hodgkin's Disease Stage III	C9034
Adult Hodgkin's Disease Stage IV	C9035
Adult Hodgkin's Disease Stage IV	C9035
Adult Hodgkin's Lymphoma	C7702
Adult Hodgkin's Lymphoma	C7702
Adult Hodgkin's Lymphoma Stage I	C9032
Adult Hodgkin's Lymphoma Stage I	C9032
Adult Hodgkin's Lymphoma Stage II	C9033
Adult Hodgkin's Lymphoma Stage II	C9033
Adult Hodgkin's Lymphoma Stage III	C9034
Adult Hodgkin's Lymphoma Stage III	C9034
Adult Hodgkin's Lymphoma Stage IV	C9035
Adult Hodgkin's Lymphoma Stage IV	C9035
Adult Hodgkin's Nodular Sclerosis	C9126
Adult Hodgkin's Nodular Sclerosis	C9126
Adult Immunoblastic Large Cell Lymphoma	C7873
Adult Immunoblastic Large Cell Lymphoma Stage I	C8078
Adult Immunoblastic Large Cell Lymphoma Stage I	C8078
Adult Immunoblastic Large Cell Lymphoma Stage I	C8078
Adult Immunoblastic Large Cell Lymphoma Stage II	C8124
Adult Immunoblastic Large Cell Lymphoma Stage II	C8124
Adult Immunoblastic Large Cell Lymphoma Stage II	C8124
Adult Immunoblastic Large Cell Lymphoma Stage III	C8137
Adult Immunoblastic Large Cell Lymphoma Stage III	C8137
Adult Immunoblastic Large Cell Lymphoma Stage III	C8137
Adult Immunoblastic Large Cell Lymphoma Stage IV	C8150
Adult Immunoblastic Large Cell Lymphoma Stage IV	C8150
Adult Immunoblastic Large Cell Lymphoma Stage IV	C8150
Adult Immunoblastic Lymphoma	C7873
Adult Indolent Contiguous Non-Hodgkin's Lymphoma Stage II	C8467
Adult Indolent Non-Contiguous Non-Hodgkin's Lymphoma Stage II	C8478
Adult Indolent Non-Contiguous Stage II Non-Hodgkin's Lymphoma	C8478
Adult Indolent Non-Hodgkin's Lymphoma	C8491
Adult Indolent NonContiguous Non-Hodgkin's Lymphoma Stage II	C8478
Adult Infiltrating Astrocytic Neoplasm	C8289
Adult Infiltrating Astrocytic Tumor	C8289
Adult Intracranial Anaplastic Hemangiopericytoma	C9183
Adult Intracranial Germ Cell Tumor	C114778
Adult Intracranial Malignant Hemangiopericytoma	C9183
Adult Intracranial Meningioma	C9374
Adult Intracranial Meningioma	C9374
Adult Intracranial Neoplasm	C5478
Adult Intracranial Neoplasm	C5478
Adult Intracranial Neoplasms	C5478
Adult Intracranial Neoplasms	C5478
Adult Intracranial Solitary Fibrous Tumor/Hemangiopericytoma, Grade 3	C9183
Adult Intracranial Tumor	C5478
Adult Intracranial Tumor	C5478
Adult K-1+ Anaplastic Large Cell Lymphoma	C27367
Adult K-1+ Anaplastic Large Cell Lymphoma	C27367
Adult Kidney Adenosarcoma	C6180
Adult Kidney Nephroblastoma	C6180
Adult Kidney Wilms Tumor	C6180
Adult L1 Acute Lymphoblastic Leukemia	C27278
Adult L2 Acute Lymphoblastic Leukemia	C114581
Adult Langerhans Cell Histiocytosis	C114929
Adult LDHD	C9125
Adult LDHD	C9125
Adult Leiomyosarcoma	C7810
Adult Leptomeningeal Melanoma	C5319
Adult Leptomeningeal Melanoma	C5319
Adult Liposarcoma	C7811
Adult Liver Carcinoma	C7711
Adult Liver Embryonal Sarcoma	C189935
Adult Liver Embryonal Sarcoma	C189935
Adult Lymphoblastic Lymphoma	C9361
Adult Lymphoblastic Lymphoma Stage I	C8079
Adult Lymphoblastic Lymphoma Stage II	C8125
Adult Lymphoblastic Lymphoma Stage III	C8138
Adult Lymphoblastic Lymphoma Stage IV	C8151
Adult Lymphocyte Depleted Classical Hodgkin Lymphoma	C9125
Adult Lymphocyte Depleted Classical Hodgkin Lymphoma	C9125
Adult Lymphocyte Depleted Hodgkin Lymphoma	C9125
Adult Lymphocyte Depleted Hodgkin Lymphoma	C9125
Adult Lymphocyte Depleted Hodgkin's Lymphoma	C9125
Adult Lymphocyte Depleted Hodgkin's Lymphoma	C9125
Adult Lymphocyte Depletion Hodgkin's Disease	C9125
Adult Lymphocyte Depletion Hodgkin's Disease	C9125
Adult Lymphocyte Rich Classical Hodgkin Lymphoma	C7223
Adult Lymphocyte Rich Classical Hodgkin Lymphoma	C7223
Adult Lymphocyte Rich Classical Hodgkin's Disease	C7223
Adult Lymphocyte Rich Classical Hodgkin's Disease	C7223
Adult Lymphocyte Rich Classical Hodgkin's Lymphoma	C7223
Adult Lymphocyte Rich Classical Hodgkin's Lymphoma	C7223
Adult Lymphocyte-Depleted Classic Hodgkin Lymphoma	C9125
Adult Lymphocyte-Depleted Classic Hodgkin Lymphoma	C9125
Adult Lymphocyte-Depleted Classical Hodgkin Lymphoma	C9125
Adult Lymphocyte-Depleted Classical Hodgkin Lymphoma	C9125
Adult Lymphocyte-Rich Classic Hodgkin Lymphoma	C7223
Adult Lymphocyte-Rich Classic Hodgkin Lymphoma	C7223
Adult Lymphocyte-Rich Classical Hodgkin Lymphoma	C7223
Adult Lymphocyte-Rich Classical Hodgkin Lymphoma	C7223
Adult Lymphoma	C7587
Adult Malignant Brain Neoplasm	C5115
Adult Malignant Brain Neoplasm	C5115
Adult Malignant Ependymoma	C8269
Adult Malignant Fibrous Histiocytoma	C114541
Adult Malignant Fibrous Histiocytoma	C114541
Adult Malignant Fibrous Histiocytoma of Bone	C114782
Adult Malignant Hemangiopericytoma	C7946
Adult Malignant Intracranial Hemangiopericytoma	C9183
Adult Malignant Meningioma	C8275
Adult Malignant Mesenchymoma	C7947
Adult Malignant Neoplasm of Peripheral Nerve Sheath	C7814
Adult Malignant Neoplasm of the Peripheral Nerve Sheath	C7814
Adult Malignant Neurilemmoma	C7814
Adult Malignant Peripheral Nerve Sheath Neoplasm	C7814
Adult Malignant Peripheral Nerve Sheath Tumor	C7814
Adult Malignant Schwannoma	C7814
Adult Malignant Tumor of Peripheral Nerve Sheath	C7814
Adult Malignant Tumor of the Peripheral Nerve Sheath	C7814
Adult MCHD	C9127
Adult MCHD	C9127
Adult Medulloblastoma	C4011
Adult Meningeal Melanoma	C5319
Adult Meningeal Melanoma	C5319
Adult Meningioma	C9093
Adult Meningioma	C9093
Adult Mesenchymal Chondrosarcoma	C27375
Adult Mesenchymal Chondrosarcoma	C27375
Adult Mixed Cellularity Classic Hodgkin Lymphoma	C9127
Adult Mixed Cellularity Classic Hodgkin Lymphoma	C9127
Adult Mixed Cellularity Classical Hodgkin Lymphoma	C9127
Adult Mixed Cellularity Classical Hodgkin Lymphoma	C9127
